Id	Name	Group	Rows	Cols	Nonzeros 	Kind	Date	Download File
412	ex14	FIDAP	3,251	3,251	65,875	Computational Fluid Dynamics Problem	1994	
458	bayer07	Grund	3,268	3,268	20,963	Chemical Process Simulation Problem	1997	
456	bayer05	Grund	3,268	3,268	20,712	Chemical Process Simulation Problem	1997	
2669	dynamicSoaringProblem_5	VDOL	3,271	3,271	36,789	Optimal Control Problem	2015	
1719	lpl2	Meszaros	3,294	10,881	32,232	Linear Programming Problem	2004	
2418	grid2	AG-Monien	3,296	3,296	12,864	2D/3D Problem	1998	
1176	cegb3306	HB	3,306	3,306	74,916	Structural Problem	1980	
246	sherman5	HB	3,312	3,312	20,793	Computational Fluid Dynamics Problem	1984	
2819	Goodwin_017	Goodwin	3,317	3,317	97,773	Computational Fluid Dynamics	2018	
250	sstmodel	HB	3,345	3,345	22,749	Structural Problem	1983	
1728	model7	Meszaros	3,358	9,582	51,027	Linear Programming Problem	2004	
2678	freeFlyingRobot_6	VDOL	3,358	3,358	27,030	Optimal Control Problem	2015	
440	ex9	FIDAP	3,363	3,363	99,471	Computational Fluid Dynamics Problem	1994	
1839	sctap1-2c	Meszaros	3,390	7,458	21,854	Linear Programming Problem Sequence	2004	
819	raefsky6	Simon	3,402	3,402	130,371	Structural Problem	1993	
2670	dynamicSoaringProblem_6	VDOL	3,431	3,431	36,741	Optimal Control Problem	2015	
900	shermanACa	Shen	3,432	3,432	25,220	2D/3D Problem	2003	
377	thermal	Brunetiere	3,456	3,456	66,528	Thermal Problem	2000	
201	lshp3466	HB	3,466	3,466	23,896	Thermal Problem	1978	
1180	lock3491	HB	3,491	3,491	160,444	Structural Problem	1980	
1540	c-21	Schenk_IBMNA	3,509	3,509	32,145	Optimization Problem	2006	
2671	dynamicSoaringProblem_7	VDOL	3,511	3,511	37,680	Optimal Control Problem	2015	
609	lp_cre_a	LPnetlib	3,516	7,248	18,168	Linear Programming Problem	1990	
910	cage9	vanHeukelum	3,534	3,534	41,594	Directed Weighted Graph	2003	
2672	dynamicSoaringProblem_8	VDOL	3,543	3,543	38,136	Optimal Control Problem	2015	
890	heart1	Norris	3,557	3,557	1,385,317	2D/3D Problem	2003	
46	bcsstk24	HB	3,562	3,562	159,910	Structural Problem	1984	
74	bcsstm24	HB	3,562	3,562	3,562	Structural Problem	1984	
241	saylr4	HB	3,564	3,564	22,316	Computational Fluid Dynamics Problem	1984	
433	ex37	FIDAP	3,565	3,565	67,591	Computational Fluid Dynamics Problem	1994	
708	lpi_ceria3d	LPnetlib	3,576	4,400	21,178	Linear Programming Problem		
43	bcsstk21	HB	3,600	3,600	26,600	Structural Problem	1984	
71	bcsstm21	HB	3,600	3,600	3,600	Structural Problem	1984	
2252	162bit	Priebel	3,606	3,597	37,118	Combinatorial Problem	2009	
2553	N_pid	Schulthess	3,625	3,923	8,054	Biochemical Network	2012	
2115	n4c5-b7	JGD_Homology	3,635	4,735	29,080	Combinatorial Problem	2008	
1695	ch	Meszaros	3,700	8,291	24,102	Linear Programming Problem	2004	
1690	aircraft	Meszaros	3,754	7,517	20,267	Linear Programming Problem	2004	
1792	stoch_aircraft	Meszaros	3,754	7,517	20,267	Linear Programming Problem	2004	
2790	soc-sign-bitcoin-alpha	SNAP	3,783	3,783	24,186	Directed Weighted Temporal Graph	2016	
1541	c-22	Schenk_IBMNA	3,792	3,792	28,870	Optimization Problem	2006	
716	lpi_gosh	LPnetlib	3,792	13,455	99,953	Linear Programming Problem	1993	
1544	c-25	Schenk_IBMNA	3,797	3,797	49,635	Optimization Problem	2006	
1802	deter8	Meszaros	3,831	10,905	22,299	Linear Programming Problem	2004	
1804	fxm2-16	Meszaros	3,900	7,335	32,972	Linear Programming Problem	2004	
428	ex31	FIDAP	3,909	3,909	91,223	Computational Fluid Dynamics Problem	1994	
2679	freeFlyingRobot_7	VDOL	3,918	3,918	31,046	Optimal Control Problem	2015	
189	lns_3937	HB	3,937	3,937	25,407	Computational Fluid Dynamics Problem	1982	
191	lnsp3937	HB	3,937	3,937	25,407	Computational Fluid Dynamics Problem	1982	
1734	nemsemm1	Meszaros	3,945	75,352	1,053,986	Linear Programming Problem	2004	
37	bcsstk15	HB	3,948	3,948	117,816	Structural Problem	1985	
1752	pcb3000	Meszaros	3,960	7,732	57,479	Linear Programming Problem	2004	
1542	c-23	Schenk_IBMNA	3,969	3,969	31,079	Optimization Problem	2006	
410	ex12	FIDAP	3,973	3,973	79,077	Computational Fluid Dynamics Problem	1994	
2082	n2c6-b7	JGD_Homology	3,990	5,715	31,920	Combinatorial Problem	2008	
1972	IG5-13	JGD_G5	3,994	4,731	91,209	Combinatorial Problem	2008	
2827	ACTIVSg2000	TAMU_SmartGridCenter	4,000	4,000	28,505	Power Network Problem	2018	
1640	tols4000	Bai	4,000	4,000	8,784	Computational Fluid Dynamics Problem	1991	
467	poli	Grund	4,008	4,008	8,188	Economic Problem	1997	
2360	M80PI_n1	Rommes	4,028	4,028	9,927	Eigenvalue/Model Reduction Problem	2010	
2368	S80PI_n1	Rommes	4,028	4,028	9,927	Eigenvalue/Model Reduction Problem	2010	
1955	Franz2	JGD_Franz	4,032	4,480	21,504	Combinatorial Problem	2008	
1808	pgp2	Meszaros	4,034	13,254	22,474	Linear Programming Problem	2004	
1760	rlfddd	Meszaros	4,050	61,521	264,627	Linear Programming Problem	2004	
2467	delaunay_n12	DIMACS10	4,096	4,096	24,528	Undirected Graph	2011	
1214	sts4098	Cannizzo	4,098	4,098	72,356	Structural Problem	2004	
737	lhr04c	Mallya	4,101	4,101	82,682	Chemical Process Simulation Problem	1997	
736	lhr04	Mallya	4,101	4,101	81,057	Chemical Process Simulation Problem	1994	
1866	Chebyshev3	Muite	4,101	4,101	36,879	Structural Problem	2007	
1543	c-24	Schenk_IBMNA	4,119	4,119	35,699	Optimization Problem	2006	
839	rdist1	Zitney	4,134	4,134	94,408	Chemical Process Simulation Problem	1992	
2372	S80PI_n	Rommes	4,182	4,182	10,261	Eigenvalue/Model Reduction Problem	2010	
2364	M80PI_n	Rommes	4,182	4,182	10,261	Eigenvalue/Model Reduction Problem	2010	
2023	ch7-6-b2	JGD_Homology	4,200	630	12,600	Combinatorial Problem	2008	
2411	airfoil1	AG-Monien	4,253	4,253	24,578	2D/3D Problem	1998	
1800	deter6	Meszaros	4,255	12,113	24,771	Linear Programming Problem	2004	
1206	t2dal_a	Oberwolfach	4,257	4,257	37,465	Duplicate Model Reduction Problem	2004	
1448	t2dal_bci	Oberwolfach	4,257	4,257	37,465	Model Reduction Problem	2004	
1207	t2dal_e	Oberwolfach	4,257	4,257	4,257	Duplicate Model Reduction Problem	2004	
1449	t2dal	Oberwolfach	4,257	4,257	37,465	Model Reduction Problem	2004	
1818	large	Meszaros	4,282	8,617	20,635	Linear Programming Problem Sequence	2004	
1658	rail4284	Mittelmann	4,284	1,096,894	11,284,032	Linear Programming Problem	2005	
1545	c-26	Schenk_IBMNA	4,307	4,307	34,537	Optimization Problem	2006	
2020	ch6-6-b4	JGD_Homology	4,320	5,400	21,600	Combinatorial Problem	2008	
1868	viscoplastic1	Quaglino	4,326	4,326	61,166	Materials Problem	2007	
2113	n4c5-b5	JGD_Homology	4,340	2,852	26,040	Combinatorial Problem	2008	
808	struct4	Rothberg	4,350	4,350	237,798	Structural Problem	1997	
647	lp_osa_30	LPnetlib	4,350	104,374	604,488	Linear Programming Problem	1990	
2697	kineticBatchReactor_2	VDOL	4,361	4,361	44,840	Optimal Control Problem	2015	
2680	freeFlyingRobot_8	VDOL	4,398	4,398	34,958	Optimal Control Problem	2015	
1731	model10	Meszaros	4,400	16,819	150,372	Linear Programming Problem	2004	
1811	stormg2-8	Meszaros	4,409	11,322	28,553	Linear Programming Problem	2004	
50	bcsstk28	HB	4,410	4,410	219,024	Structural Problem	1984	
1821	nsir	Meszaros	4,453	10,057	154,939	Linear Programming Problem Sequence	2004	
1507	Kohonen	Pajek	4,470	4,470	12,731	Directed Graph	2002	
1918	photogrammetry2	Luong	4,472	936	37,056	Computer Graphics/Vision Problem	2008	
371	circuit_2	Bomhof	4,510	4,510	21,199	Circuit Simulation Problem	2000	
360	msc04515	Boeing	4,515	4,515	97,707	Structural Problem	1995	
398	cavity19	DRIVCAV	4,562	4,562	131,735	Subsequent Computational Fluid Dynamics Problem	1996	
405	cavity26	DRIVCAV	4,562	4,562	138,040	Subsequent Computational Fluid Dynamics Problem	1996	
404	cavity25	DRIVCAV	4,562	4,562	131,735	Subsequent Computational Fluid Dynamics Problem	1996	
403	cavity24	DRIVCAV	4,562	4,562	138,040	Subsequent Computational Fluid Dynamics Problem	1996	
402	cavity23	DRIVCAV	4,562	4,562	131,735	Subsequent Computational Fluid Dynamics Problem	1996	
401	cavity22	DRIVCAV	4,562	4,562	138,040	Subsequent Computational Fluid Dynamics Problem	1996	
400	cavity21	DRIVCAV	4,562	4,562	131,735	Subsequent Computational Fluid Dynamics Problem	1996	
399	cavity20	DRIVCAV	4,562	4,562	138,040	Subsequent Computational Fluid Dynamics Problem	1996	
397	cavity18	DRIVCAV	4,562	4,562	138,040	Subsequent Computational Fluid Dynamics Problem	1996	
396	cavity17	DRIVCAV	4,562	4,562	131,735	Subsequent Computational Fluid Dynamics Problem	1996	
395	cavity16	DRIVCAV	4,562	4,562	137,887	Computational Fluid Dynamics Problem Sequence	1996	
2001	c8_mat11_I	JGD_Groebner	4,562	5,761	2,462,970	Combinatorial Problem	2008	
2000	c8_mat11	JGD_Groebner	4,562	5,761	2,462,970	Combinatorial Problem	2008	
1546	c-27	Schenk_IBMNA	4,563	4,563	30,927	Optimization Problem	2006	
1547	c-28	Schenk_IBMNA	4,598	4,598	30,590	Optimization Problem	2006	
1888	Maragal_5	NYPA	4,654	3,320	93,091	Least Squares Problem	2008	
365	nasa4704	Boeing	4,704	4,704	104,756	Duplicate Structural Problem	1995	
760	nasa4704	Nasa	4,704	4,704	104,756	Structural Problem	1995	
2409	3elt	AG-Monien	4,720	4,720	27,444	2D/3D Problem	1998	
810	shyy41	Shyy	4,720	4,720	20,042	Computational Fluid Dynamics Problem	1994	
2059	mk10-b3	JGD_Homology	4,725	3,150	18,900	Combinatorial Problem	2008	
2114	n4c5-b6	JGD_Homology	4,735	4,340	33,145	Combinatorial Problem	2008	
1463	EPA	Pajek	4,772	4,772	8,965	Directed Graph	2006	
2681	freeFlyingRobot_9	VDOL	4,778	4,778	39,964	Optimal Control Problem	2015	
1624	mhd4800a	Bai	4,800	4,800	102,252	Electromagnetics Problem	1994	
1625	mhd4800b	Bai	4,800	4,800	27,520	Electromagnetics Problem	1994	
2531	uk	DIMACS10	4,824	4,824	13,674	Undirected Graph	2000	
350	crystk01	Boeing	4,875	4,875	315,891	Materials Problem	1995	
353	crystm01	Boeing	4,875	4,875	105,339	Materials Problem	1995	
38	bcsstk16	HB	4,884	4,884	290,378	Structural Problem	1985	
2656	LeGresley_4908	LeGresley	4,908	4,908	30,482	Power Network Problem	2013	
156	gemat11	HB	4,929	4,929	33,108	Power Network Problem Sequence	1984	
157	gemat12	HB	4,929	4,929	33,044	Subsequent Power Network Problem	1984	
155	gemat1	HB	4,929	10,595	46,591	Power Network Problem	1984	
2105	n3c6-b8	JGD_Homology	4,935	6,435	44,415	Combinatorial Problem	2008	
2404	power	Newman	4,941	4,941	13,188	Undirected Graph	1998	
1530	USpowerGrid	Pajek	4,941	4,941	13,188	Undirected Graph	2006	
1769	seymourl	Meszaros	4,944	6,316	38,493	Linear Programming Problem	2004	
2080	n2c6-b5	JGD_Homology	4,945	3,003	29,670	Combinatorial Problem	2008	
540	add32	Hamm	4,960	4,960	19,848	Circuit Simulation Problem	1991	
520	G56	Gset	5,000	5,000	24,996	Undirected Weighted Random Graph	1996	
519	G55	Gset	5,000	5,000	24,996	Duplicate Undirected Random Graph	1996	
322	olm5000	Bai	5,000	5,000	19,996	Computational Fluid Dynamics Problem	1994	
523	G59	Gset	5,000	5,000	59,140	Undirected Weighted Random Graph	1996	
522	G58	Gset	5,000	5,000	59,140	Duplicate Undirected Random Graph	1996	
521	G57	Gset	5,000	5,000	20,000	Undirected Weighted Random Graph	1996	
332	rdb5000	Bai	5,000	5,000	29,600	Computational Fluid Dynamics Problem	1994	
2102	n3c6-b5	JGD_Homology	5,005	3,003	30,030	Combinatorial Problem	2008	
244	sherman3	HB	5,005	5,005	20,033	Computational Fluid Dynamics Problem	1984	
1380	fxm3_6	Andrianov	5,026	5,026	94,026	Optimization Problem	2006	
1548	c-29	Schenk_IBMNA	5,033	5,033	43,731	Optimization Problem	2006	
2026	ch7-6-b5	JGD_Homology	5,040	15,120	30,240	Combinatorial Problem	2008	
1365	SiH4	PARSEC	5,041	5,041	171,903	Theoretical/Quantum Chemistry Problem	2005	
1699	cq5	Meszaros	5,048	11,748	51,571	Linear Programming Problem	2004	
2698	kineticBatchReactor_3	VDOL	5,082	5,082	53,219	Optimal Control Problem	2015	
1748	p05	Meszaros	5,090	9,590	59,045	Linear Programming Problem	2004	
1799	deter5	Meszaros	5,103	14,529	29,715	Linear Programming Problem	2004	
2564	cz5108	CPM	5,108	5,108	51,412	2D/3D Problem	2012	
1836	scsd8-2c	Meszaros	5,130	35,910	112,770	Linear Programming Problem Sequence	2004	
1835	scsd8-2b	Meszaros	5,130	35,910	112,770	Linear Programming Problem Sequence	2004	
336	rw5151	Bai	5,151	5,151	20,199	Statistical/Mathematical Problem	1978	
1444	rail_5177	Oberwolfach	5,177	5,177	35,185	Model Reduction Problem	2002	
1758	r05	Meszaros	5,190	9,690	104,145	Linear Programming Problem	2004	
2682	freeFlyingRobot_10	VDOL	5,218	5,218	40,080	Optimal Control Problem	2015	
2152	cat_ears_3_4	JGD_Margulies	5,226	13,271	39,592	Combinatorial Problem	2008	
2158	flower_5_4	JGD_Margulies	5,226	14,721	43,942	Combinatorial Problem	2008	
2297	ca-GrQc	SNAP	5,242	5,242	28,980	Undirected Graph	2003	
22	bcspwr10	HB	5,300	5,300	21,842	Power Network Problem	1981	
1536	hydr1c	Zitney	5,308	5,308	22,592	Chemical Process Simulation Problem Sequence	1994	
837	hydr1	Zitney	5,308	5,308	22,680	Chemical Process Simulation Problem	1997	
1549	c-30	Schenk_IBMNA	5,321	5,321	65,693	Optimization Problem	2006	
1550	c-31	Schenk_IBMNA	5,339	5,339	78,571	Optimization Problem	2006	
1907	g3rmt3m3	TKK	5,357	5,357	207,695	Structural Problem	2008	
1611	s3rmt3m3	Cylshell	5,357	5,357	207,123	Structural Problem	1997	
2232	TSOPF_RS_b162_c1	TSOPF	5,374	5,374	205,399	Power Network Problem	2009	
2019	ch6-6-b3	JGD_Homology	5,400	2,400	21,600	Combinatorial Problem	2008	
1691	bas1lp	Meszaros	5,411	9,825	587,775	Linear Programming Problem	2004	
2683	freeFlyingRobot_11	VDOL	5,438	5,438	40,054	Optimal Control Problem	2015	
1466	Erdos972	Pajek	5,488	5,488	14,170	Undirected Graph	2006	
1609	s2rmt3m1	Cylshell	5,489	5,489	217,681	Structural Problem	1997	
1610	s3rmt3m1	Cylshell	5,489	5,489	217,669	Structural Problem	1997	
1605	s1rmq4m1	Cylshell	5,489	5,489	262,411	Structural Problem	1997	
1608	s1rmt3m1	Cylshell	5,489	5,489	217,651	Structural Problem	1997	
1606	s2rmq4m1	Cylshell	5,489	5,489	263,351	Structural Problem	1997	
1607	s3rmq4m1	Cylshell	5,489	5,489	262,943	Structural Problem	1997	
1795	deter1	Meszaros	5,527	15,737	32,187	Linear Programming Problem	2004	
1908	t520	TKK	5,563	5,563	286,341	Structural Problem	2008	
2684	freeFlyingRobot_12	VDOL	5,578	5,578	41,940	Optimal Control Problem	2015	
2880	optdigits_10NN	ML_Graph	5,620	5,620	79,650	Undirected Weighted Graph	2020	
2081	n2c6-b6	JGD_Homology	5,715	4,945	40,005	Combinatorial Problem	2008	
2685	freeFlyingRobot_13	VDOL	5,718	5,718	43,994	Optimal Control Problem	2015	
1366	SiNa	PARSEC	5,743	5,743	198,787	Theoretical/Quantum Chemistry Problem	2005	
414	ex18	FIDAP	5,773	5,773	71,701	Computational Fluid Dynamics Problem	1994	
1696	co5	Meszaros	5,774	12,325	57,993	Linear Programming Problem	2004	
1468	Erdos982	Pajek	5,822	5,822	14,750	Undirected Graph	2006	
1358	Na5	PARSEC	5,832	5,832	305,630	Theoretical/Quantum Chemistry Problem	2005	
548	g7jac020sc	Hollinger	5,850	5,850	42,568	Economic Problem	2001	
547	g7jac020	Hollinger	5,850	5,850	42,568	Economic Problem	2001	
466	meg4	Grund	5,860	5,860	25,258	Circuit Simulation Problem	1997	
2791	soc-sign-bitcoin-otc	SNAP	5,881	5,881	35,592	Directed Weighted Temporal Graph	2016	
826	utm5940	TOKAMAK	5,940	5,940	83,842	Electromagnetics Problem	1996	
1200	Hamrle2	Hamrle	5,952	5,952	22,162	Circuit Simulation Problem	2004	
2686	freeFlyingRobot_14	VDOL	5,958	5,958	43,298	Optimal Control Problem	2015	
378	mplate	Cote	5,962	5,962	142,190	Acoustics Problem	1997	
2050	cis-n4c6-b3	JGD_Homology	5,970	1,330	23,880	Combinatorial Problem	2008	
2126	n4c6-b3	JGD_Homology	5,970	1,330	23,880	Combinatorial Problem	2008	
1551	c-32	Schenk_IBMNA	5,975	5,975	54,471	Optimization Problem	2006	
1182	man_5976	HB	5,976	5,976	225,046	Structural Problem	1980	
2422	ukerbe1	AG-Monien	5,981	5,981	15,704	2D/3D Problem	1998	
1772	stat96v1	Meszaros	5,995	197,472	588,798	Linear Programming Problem	2005	
1235	exdata_1	GHS_indef	6,001	6,001	2,269,500	Optimization Problem	2004	
2820	Goodwin_023	Goodwin	6,005	6,005	182,168	Computational Fluid Dynamics	2018	
755	barth4	Nasa	6,019	6,019	23,492	Duplicate Structural Problem	1995	
866	barth4	Pothen	6,019	6,019	40,965	Structural Problem	2003	
2687	freeFlyingRobot_15	VDOL	6,038	6,038	43,378	Optimal Control Problem	2015	
619	lp_dfl001	LPnetlib	6,071	12,230	35,632	Linear Programming Problem	1990	
2688	freeFlyingRobot_16	VDOL	6,078	6,078	44,006	Optimal Control Problem	2015	
1796	deter2	Meszaros	6,095	17,313	35,731	Linear Programming Problem	2004	
1470	Erdos992	Pajek	6,100	6,100	15,030	Undirected Graph	2006	
902	shermanACd	Shen	6,136	6,136	53,329	2D/3D Problem	2003	
2769	mycielskian13	Mycielski	6,143	6,143	1,227,742	Undirected Graph	2018	
1805	fxm3_6	Meszaros	6,200	12,625	57,722	Linear Programming Problem	2004	
923	Alemdar	Alemdar	6,245	6,245	42,581	2D/3D Problem	2003	
2046	cis-n4c6-b13	JGD_Homology	6,300	25,605	88,200	Combinatorial Problem	2008	
2122	n4c6-b13	JGD_Homology	6,300	25,605	88,200	Combinatorial Problem	2008	
2311	p2p-Gnutella08	SNAP	6,301	6,301	20,777	Directed Graph	2002	
818	raefsky5	Simon	6,316	6,316	167,178	Structural Problem	1993	
1552	c-33	Schenk_IBMNA	6,317	6,317	56,123	Optimization Problem	2006	
798	lp_nug15	Qaplib	6,330	22,275	94,950	Linear Programming Problem	1995	
661	lp_qap15	LPnetlib	6,330	22,275	94,950	Linear Programming Problem		
1949	TF15	JGD_Forest	6,334	7,742	80,057	Combinatorial Problem	2008	
1801	deter7	Meszaros	6,375	18,153	37,131	Linear Programming Problem	2004	
2103	n3c6-b6	JGD_Homology	6,435	5,005	45,045	Combinatorial Problem	2008	
2104	n3c6-b7	JGD_Homology	6,435	6,435	51,480	Combinatorial Problem	2008	
1554	c-35	Schenk_IBMNA	6,537	6,537	62,891	Optimization Problem	2006	
2200	EX6	JGD_SPG	6,545	6,545	295,680	Combinatorial Problem	2008	
2199	EX5	JGD_SPG	6,545	6,545	295,680	Combinatorial Problem	2008	
1779	ulevimin	Meszaros	6,590	46,937	164,538	Linear Programming Problem	2004	
1553	c-34	Schenk_IBMNA	6,611	6,611	64,333	Optimization Problem	2006	
865	barth	Pothen	6,691	6,691	46,187	Structural Problem	2003	
754	barth	Nasa	6,691	6,691	26,439	Duplicate Structural Problem	1995	
1973	IG5-14	JGD_G5	6,735	7,621	173,337	Combinatorial Problem	2008	
454	bayer03	Grund	6,747	6,747	29,195	Chemical Process Simulation Problem	1997	
1534	Zewail	Pajek	6,752	6,752	54,233	Directed Multigraph	2002	
568	jan99jac020	Hollinger	6,774	6,774	33,744	Economic Problem	2001	
569	jan99jac020sc	Hollinger	6,774	6,774	33,744	Economic Problem	2001	
1957	Franz4	JGD_Franz	6,784	5,252	46,528	Combinatorial Problem	2008	
1185	rajat01	Rajat	6,833	6,833	43,250	Circuit Simulation Problem	2004	
413	ex15	FIDAP	6,867	6,867	98,671	Computational Fluid Dynamics Problem	1994	
1464	Erdos02	Pajek	6,927	6,927	16,944	Undirected Graph	2006	
2062	mk11-b2	JGD_Homology	6,930	990	20,790	Combinatorial Problem	2008	
1735	nemsemm2	Meszaros	6,943	48,878	182,012	Linear Programming Problem	2004	
529	G64	Gset	7,000	7,000	82,918	Undirected Weighted Random Graph	1996	
528	G63	Gset	7,000	7,000	82,918	Duplicate Undirected Random Graph	1996	
527	G62	Gset	7,000	7,000	28,000	Undirected Weighted Random Graph	1996	
526	G61	Gset	7,000	7,000	34,296	Undirected Weighted Random Graph	1996	
525	G60	Gset	7,000	7,000	34,296	Duplicate Undirected Random Graph	1996	
1739	nl	Meszaros	7,039	15,325	47,035	Linear Programming Problem	2004	
934	cell1	Lucifora	7,055	7,055	30,082	Directed Weighted Graph	2003	
935	cell2	Lucifora	7,055	7,055	30,082	Directed Weighted Graph	2003	
2707	lowThrust_3	VDOL	7,064	7,064	80,645	Optimal Control Problem	2015	
1331	Muu	MathWorks	7,102	7,102	170,134	Structural Problem	2006	
1330	Kuu	MathWorks	7,102	7,102	340,200	Structural Problem	2006	
2699	kineticBatchReactor_4	VDOL	7,105	7,105	74,869	Optimal Control Problem	2015	
2350	bips98_606	Rommes	7,135	7,135	34,738	Eigenvalue/Model Reduction Problem	2010	
1738	nemswrld	Meszaros	7,138	28,550	192,283	Linear Programming Problem	2004	
2245	TSOPF_RS_b9_c6	TSOPF	7,224	7,224	54,082	Power Network Problem	2009	
1891	eurqsa	Marini	7,245	7,245	46,142	Economic Problem	2008	
446	goodwin	Goodwin	7,320	7,320	324,772	Computational Fluid Dynamics Problem	1995	
738	lhr07	Mallya	7,337	7,337	154,660	Chemical Process Simulation Problem	1994	
739	lhr07c	Mallya	7,337	7,337	156,508	Chemical Process Simulation Problem	1997	
1500	geom	Pajek	7,343	7,343	23,796	Undirected Weighted Graph	2002	
2028	ch7-7-b2	JGD_Homology	7,350	882	22,050	Combinatorial Problem	2008	
2383	EternityII_A	Dattorro	7,362	150,638	782,087	Optimization Problem	2011	
1958	Franz5	JGD_Franz	7,382	2,882	44,056	Combinatorial Problem	2008	
2253	176bit	Priebel	7,441	7,431	82,270	Combinatorial Problem	2009	
1555	c-36	Schenk_IBMNA	7,479	7,479	65,941	Optimization Problem	2006	
917	fd12	Hohn	7,500	7,500	28,462	Materials Problem	2003	
920	sinc12	Hohn	7,500	7,500	283,992	Materials Problem	2003	
1395	fp	MKS	7,548	7,548	834,222	Electromagnetics Problem	2006	
1959	Franz6	JGD_Franz	7,576	3,016	45,456	Combinatorial Problem	2008	
1197	rajat13	Rajat	7,598	7,598	48,762	Circuit Simulation Problem	2004	
1187	rajat03	Rajat	7,602	7,602	32,653	Circuit Simulation Problem	2004	
2700	kineticBatchReactor_5	VDOL	7,641	7,641	80,767	Optimal Control Problem	2015	
1797	deter3	Meszaros	7,647	21,777	44,547	Linear Programming Problem	2004	
2320	as-735	SNAP	7,716	7,716	26,467	Undirected Graph Sequence	2000	
435	ex40	FIDAP	7,740	7,740	456,188	Computational Fluid Dynamics Problem	1994	
2701	kineticBatchReactor_6	VDOL	7,773	7,773	82,500	Optimal Control Problem	2015	
871	commanche_dual	Pothen	7,920	7,920	31,680	Structural Problem	2003	
2702	kineticBatchReactor_7	VDOL	7,968	7,968	84,508	Optimal Control Problem	2015	
2335	GT01R	Fluorem	7,980	7,980	430,909	Computational Fluid Dynamics Problem	2010	
530	G65	Gset	8,000	8,000	32,000	Undirected Weighted Random Graph	1996	
343	bcsstk38	Boeing	8,032	8,032	355,460	Structural Problem	1995	
348	bcsstm38	Boeing	8,032	8,032	10,485	Structural Problem	1995	
2412	airfoil1_dual	AG-Monien	8,034	8,034	23,626	2D/3D Problem	1998	
2703	kineticBatchReactor_8	VDOL	8,052	8,052	85,194	Optimal Control Problem	2015	
1761	rlfdual	Meszaros	8,052	74,970	282,031	Linear Programming Problem	2004	
1170	Pd	MathWorks	8,081	8,081	13,036	Counter Example Problem	2002	
1171	Pd_rhs	MathWorks	8,081	12,406	6,323	Counter Example Problem	2002	
2312	p2p-Gnutella09	SNAP	8,114	8,114	26,013	Directed Graph	2002	
2704	kineticBatchReactor_9	VDOL	8,115	8,115	86,183	Optimal Control Problem	2015	
1557	c-38	Schenk_IBMNA	8,127	8,127	77,689	Optimization Problem	2006	
2539	TSC_OPF_1047	IPSO	8,140	8,140	2,012,833	Power Network Problem	2011	
792	aft02	Okunbor	8,184	8,184	127,762	Acoustics Problem	2001	
312	dw4096	Bai	8,192	8,192	41,746	Electromagnetics Problem	1993	
1615	dw8192	Bai	8,192	8,192	41,746	Electromagnetics Problem	1993	
2468	delaunay_n13	DIMACS10	8,192	8,192	49,094	Undirected Graph	2011	
1556	c-37	Schenk_IBMNA	8,204	8,204	74,676	Optimization Problem	2006	
791	aft01	Okunbor	8,205	8,205	125,567	Acoustics Problem	2001	
1348	benzene	PARSEC	8,219	8,219	242,669	Theoretical/Quantum Chemistry Problem	2005	
2814	windtunnel_evap2d	Grueninger	8,256	8,256	109,368	Computational Fluid Dynamics Problem	2017	
2288	wiki-Vote	SNAP	8,297	8,297	103,689	Directed Graph	2008	
2398	hep-th	Newman	8,361	8,361	31,502	Undirected Weighted Graph	2001	
1471	EVA	Pajek	8,497	8,497	6,726	Directed Graph	2002	
1837	scsd8-2r	Meszaros	8,650	60,550	190,210	Linear Programming Problem Sequence	2004	
2310	p2p-Gnutella06	SNAP	8,717	8,717	31,525	Directed Graph	2002	
55	bcsstk33	HB	8,738	8,738	591,904	Structural Problem	1986	
1404	Kaufhold	MathWorks	8,765	8,765	42,471	Counter Example Problem	2006	
1508	Lederberg	Pajek	8,843	8,843	41,601	Directed Multigraph	2002	
2309	p2p-Gnutella05	SNAP	8,846	8,846	31,839	Directed Graph	2002	
1985	GL7d12	JGD_GL7d	8,899	1,019	37,519	Combinatorial Problem	2008	
612	lp_cre_d	LPnetlib	8,926	73,948	246,614	Linear Programming Problem	1990	
531	G66	Gset	9,000	9,000	36,000	Undirected Weighted Random Graph	1996	
936	nd3k	ND	9,000	9,000	3,279,690	2D/3D Problem	2003	
2410	3elt_dual	AG-Monien	9,000	9,000	26,556	2D/3D Problem	1998	
448	graham1	Graham	9,035	9,035	335,472	Computational Fluid Dynamics Problem	1998	
581	mark3jac020sc	Hollinger	9,129	9,129	52,883	Economic Problem	2001	
580	mark3jac020	Hollinger	9,129	9,129	52,883	Economic Problem	2001	
2871	indianpines_10NN	ML_Graph	9,144	9,144	124,656	Undirected Weighted Graph	2020	
2638	vsp_data_and_seymourl	DIMACS10	9,167	9,167	111,732	Random Unweighted Graph	2011	
1558	c-39	Schenk_IBMNA	9,271	9,271	116,587	Optimization Problem	2006	
1700	cq9	Meszaros	9,278	21,534	96,653	Linear Programming Problem	2004	
2065	mk11-b4b	JGD_Homology	9,450	17,325	47,250	Combinatorial Problem	2008	
770	nemeth06	Nemeth	9,506	9,506	394,808	Subsequent Theoretical/Quantum Chemistry Problem	1999	
